"","IE_5_3.1","IE_5_3.2","IE_5_3.3","IE_5_3.4","IE_5_3.5","IE_5_3.6","IE_5_3.7","IE_5_3.8","IE_5_3.9","IE_5_3.10","IE_5_3.11","IE_5_3.12","IE_5_3.13","IE_5_3.14","IE_5_3.15","IE_5_3.16"
"DIC 1990",61.0,0.00,2.30,0.15,1.67,0.00,4.27,0.27,0.00,-0.15,8.49,2.28,1.45,"_","_",3.97
"ENE 1991",61.4,0.56,2.29,0.45,1.81,0.92,4.37,-0.40,-0.40,3.53,9.40,2.85,2.30,"_","_",5.75
"FEB 1991",61.3,-0.14,1.85,0.59,2.11,0.78,4.33,-0.40,-0.80,-2.67,7.00,2.69,2.48,"_","_",5.43
"MAR 1991",61.0,-0.42,1.72,0.59,2.56,0.00,4.19,-0.13,-1.07,-4.87,4.17,2.46,2.64,"_","_",4.27
"ABR 1991",61.0,0.00,1.72,0.29,2.70,0.13,4.18,-0.13,-1.20,-0.48,4.19,2.59,2.77,"_","_",4.28
"MAY 1991",61.1,0.14,1.57,0.44,2.84,0.00,3.76,0.00,-1.59,0.32,5.94,2.53,2.86,"_","_",3.95
"JUN 1991",61.1,0.00,1.86,0.44,3.29,0.39,4.03,-0.54,-1.73,-0.16,6.31,2.71,2.94,"_","_",4.10
"JUL 1991",61.2,0.14,2.15,0.14,3.29,0.13,3.88,0.14,-1.33,0.48,8.49,3.22,3.03,"_","_",7.08
"AGO 1991",61.2,0.00,1.71,0.14,3.44,0.13,3.74,-0.27,-1.73,0.32,5.19,2.45,3.08,"_","_",3.51
"SEP 1991",61.4,0.28,1.13,0.14,3.43,0.13,3.32,0.27,-1.20,0.00,-0.63,2.19,3.34,"_","_",1.81
"OCT 1991",61.5,0.14,0.56,0.72,4.02,0.51,3.44,-0.54,-2.13,0.48,-3.37,1.72,3.59,"_","_",-0.15
"NOV 1991",61.5,0.00,0.70,0.14,4.33,0.13,3.30,-0.27,-2.01,1.11,-2.30,1.98,3.61,"_","_",1.37
"DIC 1991",61.4,-0.14,0.56,0.14,4.32,0.00,3.30,-0.14,-2.40,-0.94,-3.07,1.91,3.51,"_","_",0.80
"ENE 1992",61.8,0.70,0.70,0.86,4.75,0.51,2.88,0.14,-1.87,1.90,-4.59,1.25,3.57,2.90,-0.48,-1.49
"FEB 1992",61.9,0.14,0.98,0.28,4.43,0.13,2.20,-0.14,-1.61,0.00,-1.98,1.61,3.60,2.92,-0.28,-0.36
"MAR 1992",61.9,0.00,1.41,0.00,3.81,0.13,2.34,0.14,-1.35,0.00,3.04,1.96,3.65,3.02,-0.20,0.92
"ABR 1992",62.1,0.28,1.69,0.14,3.65,0.38,2.59,0.27,-0.94,0.31,3.86,1.79,3.49,3.08,-0.11,1.37
"MAY 1992",62.1,0.00,1.54,-0.14,3.06,0.13,2.72,-0.14,-1.08,0.16,3.69,1.91,3.23,3.03,0.19,2.15
"JUN 1992",62.1,0.14,1.69,0.14,2.75,0.25,2.58,0.00,-0.54,0.15,4.01,1.95,3.14,2.99,0.21,2.37
"JUL 1992",62.1,0.00,1.54,0.00,2.61,0.00,2.45,-0.14,-0.81,0.46,3.99,1.42,3.10,2.63,0.17,0.38
"AGO 1992",62.1,0.00,1.54,0.00,2.46,0.00,2.32,0.00,-0.54,-0.46,3.18,1.33,2.87,2.62,0.21,0.15
"SEP 1992",62.1,0.00,1.26,0.28,2.60,0.00,2.19,0.14,-0.68,-0.31,2.86,1.06,2.76,2.72,0.15,-0.34
"OCT 1992",62.2,0.14,1.26,0.42,2.29,0.00,1.66,-0.41,-0.54,0.78,3.17,1.01,2.43,2.40,0.15,0.00
"NOV 1992",62.3,0.14,1.40,0.00,2.15,0.25,1.79,0.00,-0.27,0.92,2.98,1.06,2.31,2.52,0.31,0.06
"DIC 1992",62.3,0.00,1.54,0.28,2.29,0.00,1.79,0.00,-0.14,-0.15,3.80,1.18,2.26,2.62,0.21,0.85
"ENE 1993",62.8,0.83,1.67,1.26,2.69,0.50,1.78,0.14,-0.14,1.68,3.57,1.36,2.11,3.03,0.03,1.46
"FEB 1993",62.9,0.14,1.66,0.00,2.40,0.50,2.16,0.27,0.27,-0.30,3.26,1.13,1.79,2.75,0.07,1.40
"MAR 1993",63.0,0.14,1.80,0.14,2.54,0.25,2.28,0.00,0.14,0.30,3.57,1.16,1.62,2.51,0.00,2.40
"ABR 1993",63.1,0.13,1.66,0.14,2.54,0.00,1.89,0.14,0.00,0.00,3.25,1.12,1.62,2.25,0.00,2.91
"MAY 1993",63.2,0.14,1.80,0.28,2.97,0.00,1.76,0.13,0.27,0.30,3.40,1.01,1.67,2.09,-0.19,2.66
"JUN 1993",63.3,0.27,1.93,0.27,3.10,0.37,1.89,0.27,0.54,0.00,3.24,0.87,1.72,2.00,-0.13,2.50
"JUL 1993",63.6,0.41,2.35,0.41,3.53,0.25,2.14,0.81,1.50,0.15,2.92,1.11,1.71,2.02,-0.03,2.87
"AGO 1993",63.9,0.54,2.90,0.68,4.23,0.00,2.14,0.27,1.77,1.34,4.78,1.25,1.84,2.06,0.00,3.27
"SEP 1993",64.0,0.13,3.04,0.27,4.22,0.12,2.26,0.13,1.77,-0.44,4.64,1.16,1.80,1.94,-0.05,2.77
"OCT 1993",64.2,0.27,3.17,0.27,4.06,0.00,2.26,0.40,2.60,0.00,3.84,1.18,1.74,2.12,0.07,2.45
"NOV 1993",64.3,0.13,3.17,0.40,4.48,0.00,2.01,0.13,2.74,0.30,3.20,1.18,1.77,1.97,0.08,2.03
"DIC 1993",64.5,0.27,3.44,0.40,4.61,0.00,2.01,0.13,2.87,-0.30,3.05,1.26,1.96,1.90,0.41,1.65
"ENE 1994",65.2,1.07,3.69,1.07,4.41,0.86,2.37,1.06,3.83,1.63,3.00,1.39,1.69,1.42,0.61,2.94
"FEB 1994",65.4,0.39,3.96,0.40,4.83,0.24,2.11,0.39,3.95,0.58,3.91,1.54,1.86,1.43,0.68,3.21
"MAR 1994",65.6,0.26,4.09,0.26,4.96,0.37,2.23,0.39,4.36,-0.14,3.45,1.50,1.92,1.32,0.74,2.53
"ABR 1994",65.7,0.13,4.08,0.00,4.81,0.12,2.35,0.26,4.49,-0.29,3.15,1.39,1.96,1.11,0.92,1.62
"MAY 1994",65.8,0.26,4.21,0.13,4.66,0.24,2.60,0.65,5.03,0.43,3.29,1.56,1.96,1.26,1.28,1.92
"JUN 1994",66.1,0.39,4.34,0.13,4.51,0.24,2.47,0.52,5.29,0.43,3.74,1.69,1.84,1.20,1.39,2.02
"JUL 1994",66.3,0.26,4.18,0.39,4.50,0.24,2.46,0.39,4.84,0.00,3.58,1.64,1.89,1.25,1.57,1.77
"AGO 1994",66.4,0.26,3.89,0.13,3.92,0.24,2.71,0.51,5.09,0.29,2.50,1.92,1.99,1.26,2.02,2.06
"SEP 1994",66.7,0.39,4.16,0.52,4.18,0.00,2.58,0.64,5.62,-0.72,2.22,2.01,2.18,1.18,2.50,1.74
"OCT 1994",67.0,0.51,4.41,0.26,4.17,0.24,2.83,1.01,6.27,-0.14,2.07,2.37,2.42,1.18,3.34,1.51
"NOV 1994",67.5,0.64,4.94,0.39,4.16,0.36,3.20,1.13,7.32,0.87,2.66,2.82,2.52,1.41,4.15,2.06
"DIC 1994",67.8,0.51,5.19,0.00,3.74,0.48,3.69,1.12,8.38,0.14,3.11,3.15,2.44,1.50,4.74,2.57
"ENE 1995",68.9,1.64,5.80,1.16,3.83,0.83,3.66,2.45,9.87,1.72,3.20,3.65,3.25,1.98,6.41,3.07
"FEB 1995",69.7,1.12,6.56,1.14,4.60,0.47,3.89,1.80,11.40,0.57,3.19,3.96,3.40,2.12,7.04,3.13
"MAR 1995",70.2,0.74,7.07,0.63,4.99,0.47,4.00,1.29,12.40,-0.14,3.19,4.20,3.60,2.20,7.58,3.74
"ABR 1995",70.5,0.37,7.32,0.12,5.12,0.35,4.24,0.70,12.89,0.00,3.49,4.41,3.57,2.26,7.87,4.10
"MAY 1995",70.6,0.24,7.30,0.25,5.24,0.23,4.23,0.46,12.68,-0.28,2.75,4.51,3.63,2.25,7.92,4.26
"JUN 1995",70.7,0.12,7.01,0.12,5.24,0.23,4.22,0.23,12.36,-0.56,1.73,4.44,3.66,2.24,8.03,3.90
"JUL 1995",70.8,0.12,6.87,0.25,5.08,0.11,4.09,0.34,12.31,-0.71,1.01,4.38,3.74,2.25,7.94,3.21
"AGO 1995",70.9,0.12,6.72,0.25,5.21,0.00,3.84,0.00,11.73,-0.43,0.29,4.23,3.65,2.36,7.69,2.81
"SEP 1995",71.2,0.36,6.69,0.62,5.31,0.23,4.08,0.23,11.28,0.29,1.30,4.29,3.55,2.52,7.17,3.82
"OCT 1995",71.1,-0.12,6.02,0.12,5.17,0.23,4.07,-0.57,9.54,0.14,1.59,3.80,3.50,2.57,5.99,3.30
"NOV 1995",70.9,-0.24,5.09,0.25,5.02,0.00,3.70,-0.92,7.32,0.14,0.86,3.18,3.29,2.44,4.64,2.88
"DIC 1995",70.8,-0.12,4.43,0.12,5.15,0.11,3.32,-0.69,5.40,0.71,1.43,2.91,3.17,2.34,3.69,3.66
"ENE 1996",71.5,0.97,3.74,1.47,5.47,1.03,3.53,0.47,3.35,0.99,0.70,1.43,2.51,1.90,1.63,-1.18
"FEB 1996",71.7,0.24,2.83,0.24,4.53,0.45,3.51,0.00,1.53,0.56,0.70,0.99,2.23,1.80,0.53,-1.14
"MAR 1996",71.6,-0.12,1.96,-0.12,3.75,0.23,3.26,-0.46,-0.23,0.00,0.84,0.56,1.86,1.81,-0.48,-1.40
"ABR 1996",71.7,0.12,1.71,0.36,4.00,0.00,2.90,-0.12,-1.04,0.84,1.68,0.27,1.76,1.66,-1.21,-0.94
"MAY 1996",71.8,0.12,1.58,0.36,4.11,0.11,2.78,-0.12,-1.61,-0.28,1.69,-0.09,1.77,1.52,-1.79,-1.67
"JUN 1996",71.6,-0.24,1.21,-0.12,3.86,0.34,2.89,-0.47,-2.29,-0.69,1.56,-0.35,1.68,1.49,-2.38,-2.25
"JUL 1996",71.5,-0.12,0.97,0.12,3.72,0.11,2.89,-0.59,-3.20,-0.28,2.00,-0.43,1.48,1.44,-2.82,-1.44
"AGO 1996",71.5,0.00,0.85,0.24,3.71,0.00,2.89,-0.35,-3.54,0.14,2.58,-0.54,1.37,1.31,-3.15,-0.82
"SEP 1996",71.7,0.24,0.72,0.24,3.32,0.11,2.76,0.00,-3.76,1.54,3.86,-0.48,1.22,1.27,-3.14,-0.02
"OCT 1996",71.9,0.36,1.21,0.00,3.19,0.00,2.53,0.24,-2.98,2.61,6.42,-0.12,0.97,1.00,-2.88,1.90
"NOV 1996",72.0,0.12,1.57,0.00,2.94,0.00,2.53,0.00,-2.08,1.07,7.41,-0.06,0.90,0.95,-2.44,1.98
"DIC 1996",72.1,0.12,1.82,0.12,2.94,0.00,2.41,0.00,-1.40,0.40,7.07,-0.04,0.90,0.94,-2.15,1.48
"ENE 1997",72.1,0.00,0.84,0.00,1.45,0.34,1.70,0.12,-1.74,-1.45,4.48,0.60,0.46,0.68,-1.83,4.94
"FEB 1997",72.0,-0.12,0.48,-0.12,1.08,0.33,1.58,0.12,-1.62,-0.54,3.34,0.52,0.45,0.58,-1.38,4.01
"MAR 1997",72.1,0.12,0.72,0.24,1.45,0.22,1.58,0.24,-0.93,-1.08,2.23,0.54,0.56,0.35,-1.01,3.46
"ABR 1997",72.2,0.12,0.72,0.24,1.32,0.00,1.58,0.47,-0.35,-1.23,0.14,0.70,0.76,0.38,-0.51,2.78
"MAY 1997",72.2,0.00,0.60,0.12,1.08,-0.11,1.35,0.23,0.00,-0.55,-0.14,0.92,0.80,0.49,-0.12,3.27
"JUN 1997",72.2,0.00,0.84,0.00,1.20,-0.11,0.90,0.12,0.59,-0.28,0.28,1.09,0.72,0.42,0.41,3.93
"JUL 1997",72.4,0.24,1.20,0.00,1.08,0.00,0.78,0.82,2.00,0.00,0.56,1.28,0.86,0.33,0.82,4.05
"AGO 1997",72.6,0.36,1.56,0.12,0.95,0.00,0.78,0.35,2.72,1.25,1.68,1.53,0.96,0.33,1.12,4.58
"SEP 1997",72.8,0.24,1.56,0.71,1.43,0.00,0.67,-0.23,2.49,0.27,0.41,1.44,1.16,0.47,1.26,3.05
"OCT 1997",72.9,0.12,1.31,-0.24,1.19,0.33,1.01,0.23,2.48,0.41,-1.74,1.20,1.27,0.58,1.36,1.62
"NOV 1997",72.9,0.00,1.19,0.12,1.31,0.00,1.01,-0.12,2.36,0.54,-2.26,1.24,1.36,0.57,1.27,1.48
"DIC 1997",72.7,-0.24,0.83,-0.12,1.07,0.00,1.01,-0.46,1.89,-0.41,-3.04,1.02,1.27,0.53,1.25,0.43
"ENE 1998",72.5,-0.24,0.60,0.00,1.07,0.33,1.01,0.12,1.89,-3.68,-5.23,0.72,1.36,0.54,1.35,-1.72
"FEB 1998",72.4,-0.24,0.48,0.00,1.19,0.11,0.78,0.00,1.77,-1.98,-6.60,0.67,1.30,0.50,1.22,-2.01
"MAR 1998",72.3,-0.12,0.24,0.00,0.95,0.22,0.78,0.23,1.76,-1.44,-6.95,0.57,1.18,0.65,1.26,-2.30
"ABR 1998",72.3,0.00,0.12,0.12,0.83,0.00,0.78,-0.46,0.82,0.15,-5.66,0.36,0.99,0.66,0.74,-2.19
"MAY 1998",72.2,-0.12,0.00,0.12,0.83,0.11,1.00,-0.35,0.23,-0.15,-5.27,0.09,0.79,0.62,0.32,-2.52
"JUN 1998",72.1,-0.12,-0.12,0.00,0.83,0.00,1.11,-0.12,0.00,-1.46,-6.40,-0.06,0.89,0.68,-0.02,-3.02
"JUL 1998",72.0,-0.12,-0.47,0.23,1.06,0.00,1.11,-0.35,-1.16,-0.45,-6.82,-0.40,0.71,0.80,-0.37,-3.99
"AGO 1998",71.8,-0.24,-1.06,0.00,0.94,0.00,1.11,-0.35,-1.84,-0.75,-8.65,-0.89,0.50,0.76,-0.84,-5.80
"SEP 1998",71.7,-0.24,-1.53,-0.12,0.12,0.00,1.11,-0.35,-1.96,-0.60,-9.45,-1.17,0.14,0.64,-1.15,-5.72
"OCT 1998",71.5,-0.24,-1.88,-0.23,0.12,0.00,0.78,-0.59,-2.76,0.30,-9.55,-1.52,-0.08,0.58,-1.74,-6.59
"NOV 1998",71.3,-0.24,-2.12,-0.12,-0.12,0.11,0.89,-0.36,-3.00,-0.45,-10.45,-1.85,-0.22,0.50,-1.83,-7.57
"DIC 1998",71.2,-0.12,-2.01,0.35,0.35,-0.11,0.78,-0.71,-3.24,-1.06,-11.04,-1.84,-0.08,0.56,-2.23,-7.70
"ENE 1999",71.2,-0.12,-1.89,0.59,0.94,0.11,0.55,-0.48,-3.82,-0.92,-8.49,-2.13,-0.21,0.44,-2.82,-7.40
"FEB 1999",71.3,0.24,-1.42,0.82,1.77,0.22,0.66,-0.12,-3.94,-0.62,-7.21,-2.13,-0.08,0.44,-3.05,-6.92
"MAR 1999",71.5,0.24,-1.07,0.23,2.00,0.22,0.66,0.00,-4.16,0.62,-5.27,-1.96,-0.13,0.40,-3.22,-5.44
"ABR 1999",71.7,0.24,-0.83,0.00,1.88,-0.11,0.55,0.24,-3.48,1.86,-3.65,-1.52,-0.25,0.35,-2.99,-3.49
"MAY 1999",71.8,0.24,-0.48,-0.12,1.64,0.22,0.66,0.36,-2.79,1.52,-2.05,-1.37,-0.35,0.20,-2.61,-2.74
"JUN 1999",72.1,0.36,0.00,0.12,1.76,0.00,0.66,0.48,-2.21,0.75,0.15,-1.10,-0.28,0.16,-2.40,-1.72
"JUL 1999",72.4,0.48,0.60,0.12,1.64,0.11,0.77,0.83,-1.05,2.37,2.99,-0.42,-0.08,0.10,-1.77,1.05
"AGO 1999",72.9,0.59,1.43,0.12,1.76,0.00,0.77,0.59,-0.12,3.19,7.07,0.04,0.09,0.13,-1.23,3.02
"SEP 1999",73.4,0.71,2.40,0.46,2.34,0.00,0.77,0.47,0.71,2.67,10.59,0.57,0.19,0.09,-0.64,4.70
"OCT 1999",73.4,0.00,2.64,-0.46,2.11,0.11,0.88,0.47,1.78,0.68,11.01,1.23,0.37,0.19,0.48,6.17
"NOV 1999",73.6,0.23,3.13,-0.35,1.88,0.11,0.88,0.47,2.62,1.36,13.03,1.88,0.39,0.21,1.04,8.75
"DIC 1999",73.8,0.35,3.61,0.00,1.52,-0.11,0.88,0.35,3.71,2.01,16.54,2.46,0.41,0.22,1.74,11.80
"ENE 2000",74.3,0.70,4.46,0.46,1.40,0.44,1.21,0.92,5.17,1.71,19.63,3.43,0.74,0.50,2.90,15.10
"FEB 2000",74.9,0.81,5.05,0.46,1.04,0.22,1.21,0.80,6.14,2.33,23.17,3.86,0.76,0.68,3.57,16.34
"MAR 2000",75.5,0.69,5.52,0.23,1.04,0.43,1.42,0.57,6.75,3.28,26.43,4.21,0.94,0.64,4.17,17.03
"ABR 2000",75.6,0.23,5.51,0.00,1.04,0.11,1.64,0.79,7.33,-0.37,23.67,3.96,1.18,0.60,4.90,14.07
"MAY 2000",76.0,0.45,5.73,0.00,1.16,-0.11,1.31,0.78,7.78,0.98,23.02,4.53,1.56,0.62,5.26,16.00
"JUN 2000",76.2,0.34,5.72,-0.23,0.81,0.11,1.42,0.44,7.75,2.43,25.07,4.80,1.54,0.71,5.46,17.05
"JUL 2000",76.4,0.22,5.45,0.23,0.92,-0.11,1.20,0.11,6.97,0.83,23.19,4.83,1.66,0.81,5.41,16.47
"AGO 2000",76.6,0.23,5.06,0.00,0.81,0.11,1.31,0.33,6.70,0.94,20.50,4.84,1.74,0.58,5.49,16.13
"SEP 2000",77.3,1.01,5.38,0.34,0.69,0.11,1.42,0.55,6.78,5.48,23.80,5.43,1.92,0.62,5.54,19.27
"OCT 2000",77.8,0.56,5.97,0.34,1.50,0.32,1.64,0.33,6.64,2.21,25.68,5.63,2.09,0.64,5.32,20.84
"NOV 2000",77.8,0.00,5.72,0.00,1.85,0.00,1.53,0.11,6.26,-0.76,23.06,5.49,2.39,0.74,5.06,19.21
"DIC 2000",77.5,-0.33,5.00,0.34,2.20,0.00,1.64,0.00,5.89,-3.27,16.69,4.63,2.57,0.72,4.86,14.04
"ENE 2001",77.3,-0.22,4.04,0.79,2.53,0.32,1.52,0.22,5.15,-5.29,8.66,4.37,2.70,0.84,4.36,11.35
"FEB 2001",77.7,0.44,3.67,1.01,3.09,0.11,1.41,0.44,4.77,-0.36,5.81,4.24,2.96,0.72,3.88,10.89
"MAR 2001",77.9,0.22,3.18,0.67,3.54,0.21,1.19,0.00,4.18,0.24,2.69,4.01,3.37,0.78,3.43,9.24
"ABR 2001",77.9,0.00,2.95,0.00,3.54,0.00,1.08,-0.33,3.02,0.48,3.56,4.01,3.50,0.85,2.52,10.58
"MAY 2001",78.0,0.22,2.71,0.11,3.65,0.11,1.30,0.11,2.33,1.30,3.89,3.59,3.38,0.88,1.93,9.02
"JUN 2001",78.0,0.00,2.36,0.00,3.89,0.00,1.19,-0.33,1.55,0.82,2.25,3.24,3.42,0.97,1.57,7.70
"JUL 2001",77.9,-0.11,2.02,0.33,4.00,0.00,1.30,-0.33,1.11,-1.51,-0.12,2.28,3.15,0.99,0.80,4.08
"AGO 2001",77.8,-0.22,1.57,0.33,4.34,0.00,1.19,-0.22,0.55,-1.41,-2.45,1.88,3.08,1.25,0.44,2.24
"SEP 2001",77.9,0.11,0.67,0.00,3.98,0.21,1.29,0.00,0.00,0.48,-7.07,1.05,2.82,1.25,-0.07,-0.91
"OCT 2001",77.5,-0.44,-0.33,0.00,3.63,0.00,0.97,-0.55,-0.87,-2.62,-11.46,-0.16,2.60,1.22,-0.72,-5.66
"NOV 2001",77.1,-0.55,-0.88,0.00,3.63,0.11,1.07,-0.44,-1.42,-2.93,-13.40,-0.77,2.22,1.03,-1.09,-7.36
"DIC 2001",76.9,-0.22,-0.78,0.22,3.50,0.00,1.07,-0.44,-1.85,-1.51,-11.82,-0.51,1.99,1.06,-1.34,-5.37
"ENE 2002",77.3,0.56,0.00,0.33,3.03,0.85,1.61,1.11,-0.98,3.07,-4.04,-0.50,1.97,1.15,-1.62,-4.36
"FEB 2002",77.4,0.11,-0.33,0.22,2.22,0.32,1.82,0.22,-1.19,-0.12,-3.82,-0.72,1.45,1.17,-1.75,-4.48
"MAR 2002",77.9,0.55,0.00,0.43,1.98,0.21,1.81,0.22,-0.98,0.99,-3.10,-0.54,1.05,1.14,-1.49,-3.25
"ABR 2002",78.2,0.44,0.44,0.43,2.43,0.31,2.13,0.22,-0.43,2.09,-1.54,-0.56,0.87,1.12,-1.10,-3.73
"MAY 2002",78.4,0.22,0.44,0.00,2.31,0.00,2.03,0.22,-0.33,0.24,-2.57,-0.74,0.74,1.07,-0.92,-4.66
"JUN 2002",78.1,-0.33,0.11,-0.22,2.09,0.00,2.03,0.22,0.22,-1.56,-4.87,-0.87,0.57,0.86,-0.58,-5.55
"JUL 2002",78.1,0.00,0.22,0.11,1.87,0.00,2.03,0.00,0.55,-0.36,-3.77,-0.39,0.67,0.78,-0.04,-3.90
"AGO 2002",78.3,0.22,0.66,0.22,1.75,0.00,2.03,-0.11,0.66,1.10,-1.31,-0.16,0.70,0.80,0.14,-2.86
"SEP 2002",78.5,0.33,0.88,0.21,1.97,0.00,1.81,-0.11,0.55,1.82,0.00,0.02,0.88,0.71,0.32,-2.50
"OCT 2002",78.7,0.22,1.55,-0.11,1.86,0.00,1.81,-0.11,0.99,1.43,4.15,0.93,0.94,0.72,0.57,1.53
"NOV 2002",78.3,-0.55,1.56,-0.21,1.64,0.00,1.70,-0.11,1.33,-2.58,4.53,0.99,1.06,0.78,0.73,1.51
"DIC 2002",78.4,0.11,1.90,0.00,1.42,0.11,1.81,0.00,1.78,0.48,6.64,1.46,1.16,0.90,0.95,3.05
"ENE 2003",79.2,1.09,2.44,0.65,1.74,0.42,1.37,0.55,1.21,3.59,7.19,2.00,1.00,0.48,1.22,6.29
"FEB 2003",79.6,0.43,2.77,0.43,1.95,0.21,1.26,0.43,1.43,1.16,8.56,2.56,1.14,0.37,1.68,7.81
"MAR 2003",80.0,0.54,2.76,0.53,2.05,0.10,1.15,0.11,1.31,1.71,9.34,2.40,1.01,0.40,1.63,7.23
"ABR 2003",79.3,-0.86,1.43,-0.21,1.40,0.10,0.94,0.11,1.20,-5.39,1.32,1.58,0.95,0.29,1.43,3.36
"MAY 2003",78.9,-0.54,0.66,0.21,1.61,0.21,1.15,0.00,0.98,-3.09,-2.04,1.18,0.94,0.28,1.19,1.83
"JUN 2003",78.8,-0.11,0.88,0.11,1.94,0.10,1.25,-0.43,0.33,-0.12,-0.61,1.29,1.06,0.42,0.65,3.21
"JUL 2003",79.0,0.22,1.10,0.85,2.69,-0.21,1.05,-0.33,0.00,0.49,0.24,1.24,1.15,0.36,0.08,4.05
"AGO 2003",79.1,0.22,1.10,0.21,2.69,0.00,1.05,-0.11,0.00,0.98,0.12,1.38,1.07,0.38,-0.24,4.96
"SEP 2003",79.2,0.11,0.87,0.31,2.79,0.21,1.25,0.22,0.33,-0.60,-2.26,1.10,1.32,0.48,-0.12,2.75
"OCT 2003",79.2,0.00,0.65,-0.31,2.58,0.00,1.25,0.22,0.65,0.24,-3.40,0.89,1.16,0.32,0.04,1.91
"NOV 2003",79.3,0.11,1.32,-0.10,2.69,0.21,1.46,0.11,0.87,0.36,-0.48,1.37,1.25,0.40,0.29,3.81
"DIC 2003",79.2,-0.11,1.09,-0.21,2.48,0.00,1.36,0.11,0.98,-0.36,-1.32,0.99,0.88,0.27,0.33,2.45
"ENE 2004",79.7,0.65,0.65,0.21,2.03,0.31,1.25,0.86,1.30,1.33,-3.47,0.23,0.78,0.29,0.45,-1.33
"FEB 2004",80.2,0.54,0.76,0.63,2.24,0.31,1.35,1.07,1.95,-0.60,-5.14,-0.18,0.91,0.23,0.77,-3.42
"MAR 2004",80.8,0.75,0.97,0.83,2.54,0.10,1.35,0.85,2.70,1.45,-5.39,0.26,1.39,0.17,1.39,-2.94
"ABR 2004",81.4,0.74,2.60,0.31,3.08,0.10,1.35,1.05,3.67,1.19,1.19,1.39,1.36,0.38,2.27,0.98
"MAY 2004",81.9,0.63,3.81,0.41,3.28,0.00,1.14,0.52,4.21,2.23,6.74,2.42,1.32,0.58,2.88,5.48
"JUN 2004",81.9,0.00,3.92,0.20,3.39,0.20,1.24,0.00,4.66,-0.23,6.63,2.42,1.52,0.58,3.25,4.40
"JUL 2004",82.2,0.42,4.13,0.31,2.83,0.20,1.65,0.21,5.22,0.69,6.84,2.88,1.35,0.71,4.21,4.88
"AGO 2004",82.6,0.42,4.34,-0.20,2.41,0.10,1.76,0.21,5.55,2.63,8.59,3.11,1.27,0.71,4.83,5.36
"SEP 2004",82.9,0.42,4.66,0.00,2.09,0.00,1.55,0.41,5.75,1.23,10.58,3.32,0.93,0.68,5.05,6.83
"OCT 2004",83.4,0.62,5.31,-0.10,2.30,0.10,1.65,0.51,6.07,2.97,13.59,4.14,0.94,0.85,5.55,9.78
"NOV 2004",83.3,-0.10,5.09,0.00,2.41,0.00,1.44,0.20,6.17,-0.85,12.21,3.77,0.91,0.88,5.57,8.09
"DIC 2004",83.1,-0.31,4.88,0.21,2.84,0.10,1.54,0.00,6.05,-2.05,10.32,3.68,1.44,1.01,5.42,6.88
"ENE 2005",83.6,0.62,4.84,0.82,3.46,0.61,1.85,0.71,5.90,-0.44,8.38,4.23,1.44,1.45,5.38,8.80
"FEB 2005",84.1,0.62,4.93,0.40,3.23,0.40,1.94,0.71,5.51,1.55,10.72,4.31,1.40,1.12,5.06,10.26
"MAR 2005",84.7,0.71,4.89,0.40,2.79,0.10,1.94,0.10,4.73,3.26,12.71,4.36,0.95,1.56,4.37,11.82
"ABR 2005",85.2,0.61,4.75,0.30,2.78,0.10,1.94,0.10,3.75,2.42,14.08,4.28,0.87,1.09,3.43,13.28
"MAY 2005",85.2,-0.10,3.98,0.10,2.46,0.10,2.04,0.10,3.31,-0.62,10.91,3.51,0.89,1.16,2.75,9.92
"JUN 2005",85.4,0.30,4.30,-0.10,2.15,0.20,2.04,-0.30,3.00,1.76,13.12,4.13,0.78,1.17,2.63,13.19
"JUL 2005",85.8,0.50,4.38,0.10,1.94,-0.10,1.73,0.20,3.00,2.64,15.31,4.15,0.74,0.93,1.96,14.94
"AGO 2005",86.4,0.70,4.68,0.40,2.56,0.10,1.73,0.10,2.89,3.17,15.92,4.10,0.79,1.02,1.69,14.86
"SEP 2005",87.1,0.79,5.07,0.10,2.66,0.00,1.73,0.70,3.18,2.59,17.49,4.38,0.95,0.87,1.52,16.26
"OCT 2005",87.5,0.39,4.83,0.30,3.07,0.20,1.83,0.30,2.96,0.56,14.74,4.14,1.14,0.80,1.43,14.73
"NOV 2005",87.4,-0.10,4.84,-0.10,2.97,0.10,1.93,0.40,3.16,-1.02,14.55,4.10,1.14,0.68,1.53,14.58
"DIC 2005",87.4,0.00,5.16,0.50,3.27,0.20,2.03,0.10,3.26,-1.13,15.62,4.52,1.04,0.82,1.64,16.56
"ENE 2006",88.7,1.47,6.06,1.38,3.85,0.99,2.42,1.28,3.85,1.90,18.34,5.30,1.30,0.69,2.25,18.90
"FEB 2006",89.4,0.77,6.22,0.68,4.14,0.59,2.61,0.78,3.92,1.12,17.85,5.61,1.25,1.01,2.40,19.57
"MAR 2006",89.6,0.29,5.78,-0.10,3.62,0.20,2.71,0.77,4.62,0.09,14.23,5.40,1.34,0.88,2.61,17.64
"ABR 2006",90.1,0.57,5.74,0.00,3.31,0.29,2.91,0.67,5.22,1.48,13.17,5.70,1.41,1.38,3.45,17.50
"MAY 2006",90.7,0.67,6.55,0.19,3.40,0.29,3.10,1.05,6.21,1.09,15.11,6.14,1.45,1.03,4.55,18.46
